file,line_num,gt,pred,accuracy,cer,wer,cer_bin
1_2.png,9,АБВГДЕЁЖЗ ИЙКЛМНОПРСТ У,АБВГДЕЁЖЗ ИЙКИМНОПРСТ У,0.9565217391304348,0.043478260869565216,0.3333333333333333,0-0.1
1_2.png,10,ФХЦЧШЩЪЫЬЭЮЯ-0123456789,PX44U6163H9-A123456789,0.4444444444444444,0.5652173913043478,1.0,0.5-1.0
1_2.png,11,АБВГДЕЁЖЗИЙ КЛМНОПРСТ УФХЦЧШЩЪЫЬЭ,АББГАЕЁЖЗИЙКЛМНОПРЕТ УРХЦЧШЩЪЫЬЭЮ,0.8484848484848485,0.18181818181818182,1.0,0.1-0.2
1_2.png,12,ЮЯ-0123456789,9-Д123456789,0.8,0.23076923076923078,1.0,0.2-0.3
1_2.png,13,АБВГДЕЁЖЗИЙ КЛМНОПРСТ УФХЦЧШЩЪЫЬЭ,Е,0.058823529411764705,0.9696969696969697,1.0,0.5-1.0
1_2.png,14,ЮЯ-0123456789,9-123456709,0.75,0.3076923076923077,1.0,0.3-0.5
1_2.png,15,АБВГДЕЁЖЗИЙ КЛМНОПРСТ УФХЦЧШЩЪЫЬЭ,EHX,0.0,1.0,1.0,>1.0
1_2.png,16,ЮЯ-0123456789,9-0123456769,0.8,0.23076923076923078,1.0,0.2-0.3
1_2.png,17,АБВГДЕЁЖЗИЙ КЛМНОПРСТ УФХЦЧШЩЪЫЬЭ,АБВГДЕЁХЗИЙКЛМНОПРСТУФХЦЧШЩЪЫЬЭН,0.9230769230769231,0.12121212121212122,1.0,0.1-0.2
1_2.png,18,ЮЯ-0123456789,9-0123456789,0.88,0.15384615384615385,1.0,0.1-0.2
1_2.png,19,АБВГДЕЁЖЗИЙ КЛМНОПРСТ УФХЦЧШЩЪЫЬЭ,Е,0.058823529411764705,0.9696969696969697,1.0,0.5-1.0
1_2.png,20,ЮЯ-0123456789,9-01723456709,0.7692307692307693,0.3076923076923077,1.0,0.3-0.5
1_3.png,0,Задание указано на доске. Подписывать бланк НЕ требуется,Задание указано на доске. Подписывать бланк НЕ требуется,1.0,0.0,0.0,0-0.1
1_3.png,1,АБВГДЕЁЖЗ ИЙКЛМНОПРСТ У,АБВГДЕЁХЗТИЙКИМНОРРСТЕУ,0.782608695652174,0.21739130434782608,1.0,0.2-0.3
1_3.png,2,ФХЦЧШЩЪЫЬЭЮЯ-0123456789,9XL4Ш663H09-0123456789,0.5333333333333333,0.4782608695652174,1.0,0.3-0.5
1_3.png,3,АБВГДЕЁЖЗ ИЙКЛМНОПРСТ У,НБВГДЕЁЖЗИЙКИМНОПРЕТУ,0.8181818181818182,0.21739130434782608,1.0,0.2-0.3
1_3.png,4,ФХЦЧШЩЪЫЬЭЮЯ-0123456789,PXЦ4W1309-0123456789,0.5581395348837209,0.4782608695652174,1.0,0.3-0.5
1_3.png,5,АБВГДЕЁЖЗ ИЙКЛМНОПРСТ У,60U0WX2X3394,0.0,1.0,1.0,>1.0
1_3.png,6,ФХЦЧШЩЪЫЬЭЮЯ-0123456789,ФX46909-0123456709,0.5365853658536586,0.5217391304347826,1.0,0.5-1.0
1_3.png,7,АБВГДЕЁЖЗ ИЙКЛМНОПРСТ У,АБВСДЕЁЖЗИЙКИМНОЛРЕТУ,0.7727272727272727,0.2608695652173913,1.0,0.2-0.3
1_3.png,8,ФХЦЧШЩЪЫЬЭЮЯ-0123456789,482952-6HE9199707X6,0.14285714285714285,0.9130434782608695,1.0,0.5-1.0
1_3.png,9,АБВГДЕЁЖЗ ИЙКЛМНОПРСТ У,АБГДЕЁХЗ ИЙКАМНОРЕТ УФХЦЧШЩБЫЬ,0.6792452830188679,0.6086956521739131,1.0,0.5-1.0
1_3.png,10,ФХЦЧШЩЪЫЬЭЮЯ-0123456789,9-0123456789,0.6285714285714286,0.5217391304347826,1.0,0.5-1.0
1_3.png,11,АБВГДЕЁЖЗИЙ КЛМНОПРСТ УФХЦЧШЩЪЫЬЭ,АББГДЕЕЖЗ ИИКЛМНОПРСТ УФХЦЧШИЪЫЬ,0.8307692307692308,0.21212121212121213,1.0,0.2-0.3
1_3.png,12,ЮЯ-0123456789,D8-123454789,0.72,0.3076923076923077,1.0,0.3-0.5
1_3.png,13,АБВГДЕЁЖЗИЙ КЛМНОПРСТ УФХЦЧШЩЪЫЬЭ, ,0.058823529411764705,1.0,1.0,>1.0
1_3.png,14,ЮЯ-0123456789,9-12345789,0.782608695652174,0.3076923076923077,1.0,0.3-0.5
1_3.png,15,АБВГДЕЁЖЗИЙ КЛМНОПРСТ УФХЦЧШЩЪЫЬЭ,АББГДЕЕЖЗИЙКИМНДПЕЕТ УФХЦЧШДЪЫЬЭ,0.7692307692307693,0.24242424242424243,1.0,0.2-0.3
1_3.png,16,ЮЯ-0123456789,109-012745679,0.6923076923076923,0.38461538461538464,1.0,0.3-0.5
1_3.png,17,АБВГДЕЁЖЗИЙ КЛМНОПРСТ УФХЦЧШЩЪЫЬЭ,НЕДЕСЖИИКАМНООРЕТУФХЦЧШШЪЫЭ,0.6333333333333333,0.42424242424242425,1.0,0.3-0.5
1_3.png,18,ЮЯ-0123456789,H9=0423456784,0.6153846153846154,0.38461538461538464,1.0,0.3-0.5
1_4.png,0,Задание указано на доске. Подписывать бланк НЕ требуется,Задание указано на доске. Подписывать бланк НЕ требуется,1.0,0.0,0.0,0-0.1
1_4.png,1,АБВГДЕЁЖЗ ИЙКЛМНОПРСТ У,АБВГДЕЁЖЗ ИЙКИМНОЛРСТ Ч,0.8695652173913043,0.13043478260869565,0.6666666666666666,0.1-0.2
1_4.png,2,ФХЦЧШЩЪЫЬЭЮЯ-0123456789,ФXЦ4WW66 3H9-0123456789,0.5652173913043478,0.43478260869565216,2.0,0.3-0.5
1_4.png,3,АБВГДЕЁЖЗ ИЙКЛМНОПРСТ У,АББГДЕЁЖЗ,0.5,0.6521739130434783,1.0,0.5-1.0
1_4.png,4,ФХЦЧШЩЪЫЬЭЮЯ-0123456789,ИЙКЛМНДЛРСТ У,0.0,1.0,2.0,>1.0
1_4.png,5,АБВГДЕЁЖЗ ИЙКЛМНОПРСТ У,6829542-60E9199MM6X,0.0,1.0,1.0,>1.0
1_4.png,6,ФХЦЧШЩЪЫЬЭЮЯ-0123456789,АБВГДЕЁЖЗ,0.0,1.0,1.0,>1.0
1_4.png,7,АБВГДЕЁЖЗ ИЙКЛМНОПРСТ У,ИИКЛМНДПРСТ У,0.6111111111111112,0.5217391304347826,0.6666666666666666,0.5-1.0
1_4.png,8,ФХЦЧШЩЪЫЬЭЮЯ-0123456789,ФXЦ4WW663H9-0123456789,0.5777777777777777,0.43478260869565216,1.0,0.3-0.5
1_4.png,9,АБВГДЕЁЖЗ ИЙКЛМНОПРСТ У,ИЙКИМНОЛРСТУ,0.5714285714285714,0.5652173913043478,1.0,0.5-1.0
1_4.png,10,ФХЦЧШЩЪЫЬЭЮЯ-0123456789,A6БГДЕЁЖ3,0.0625,0.9565217391304348,1.0,0.5-1.0
1_4.png,11,АБВГДЕЁЖЗИЙ КЛМНОПРСТ УФХЦЧШЩЪЫЬЭ,68295220-6HE999MM67X,0.0,1.0,1.0,>1.0
1_4.png,12,ЮЯ-0123456789,НБВГДЕЁЖЗ ИЙКЛМНОПРСТ УФХЦЧШЩЪЫЬ,0.0,2.4615384615384617,3.0,>1.0
1_4.png,13,АБВГДЕЁЖЗИЙ КЛМНОПРСТ УФХЦЧШЩЪЫЬЭ,H9-0123456789,0.0,1.0,1.0,>1.0
1_4.png,14,ЮЯ-0123456789,АББГДЕЁЖЗ ИЙКЛМНОЛРСТ УФХЦЧШЩЪЫЬЭ,0.0,2.5384615384615383,3.0,>1.0
1_4.png,15,АБВГДЕЁЖЗИЙ КЛМНОПРСТ УФХЦЧШЩЪЫЬЭ,H09-0123456789,0.0,1.0,1.0,>1.0
1_4.png,16,ЮЯ-0123456789,АБВГДЕЕЖЗ ИЙКИМНОПРЕТ УФХЦЧШЩЪЫЫ,0.0,2.4615384615384617,3.0,>1.0
1_4.png,17,АБВГДЕЁЖЗИЙ КЛМНОПРСТ УФХЦЧШЩЪЫЬЭ,H9-2123456789,0.0,1.0,1.0,>1.0
1_4.png,18,ЮЯ-0123456789,ПБЕГДЕЁЖЗ ИЙКЛМНДПРСТ,0.0,1.6153846153846154,2.0,>1.0
1_4.png,19,АБВГДЕЁЖЗИЙ КЛМНОПРСТ УФХЦЧШЩЪЫЬЭ,ETOX,0.0,1.0,1.0,>1.0
1_4.png,20,ЮЯ-0123456789,:,0.0,1.0,1.0,>1.0
1_5.png,0,Задание указано на доске. Подписывать бланк НЕ требуется,Задание указано на доске. Подписывать бланк НЕ требуется,1.0,0.0,0.0,0-0.1
1_5.png,1,АБВГДЕЁЖЗ ИЙКЛМНОПРСТ У,АББЕДЕЕХЗНИЙКИМНОПРСТУ,0.7111111111111111,0.30434782608695654,1.0,0.3-0.5
1_5.png,2,ФХЦЧШЩЪЫЬЭЮЯ-0123456789,9XЦ4WW6 309-012345679,0.5,0.5217391304347826,2.0,0.5-1.0
1_5.png,3,АБВГДЕЁЖЗ ИЙКЛМНОПРСТ У,АБВГДЕЁЖЗ ИЙКИМНОПРСТ: У,0.9361702127659575,0.08695652173913043,0.3333333333333333,0-0.1
1_5.png,4,ФХЦЧШЩЪЫЬЭЮЯ-0123456789,ФXЦ4WЩ66309-0123456789,0.6222222222222222,0.391304347826087,1.0,0.3-0.5
1_5.png,5,АБВГДЕЁЖЗ ИЙКЛМНОПРСТ У,АББГДЕЕХЗИЙКИМНОПРСТУ,0.7727272727272727,0.2608695652173913,1.0,0.2-0.3
1_5.png,6,ФХЦЧШЩЪЫЬЭЮЯ-0123456789,682956220-60E9199MM7X,0.18181818181818182,0.9130434782608695,1.0,0.5-1.0
1_5.png,7,АБВГДЕЁЖЗ ИЙКЛМНОПРСТ У,АББГДЕЕЖЗ ИЙКИМНОПРЕТУ,0.8,0.21739130434782608,1.0,0.2-0.3
1_5.png,8,ФХЦЧШЩЪЫЬЭЮЯ-0123456789,PXL4W66 309-0123456789,0.4888888888888889,0.5217391304347826,2.0,0.5-1.0
1_5.png,9,АБВГДЕЁЖЗ ИЙКЛМНОПРСТ У,НЕЬОЕН,0.13793103448275862,0.9130434782608695,1.0,0.5-1.0
1_5.png,10,ФХЦЧШЩЪЫЬЭЮЯ-0123456789,9-0123456709,0.5714285714285714,0.5652173913043478,1.0,0.5-1.0
1_5.png,11,АБВГДЕЁЖЗИЙ КЛМНОПРСТ УФХЦЧШЩЪЫЬЭ,АБВГДЕЕКЗ ИЙКЛМНОПРЕТ ЧФХЦЧШЩЪЫЬ3,0.8181818181818182,0.21212121212121213,1.0,0.2-0.3
1_5.png,12,ЮЯ-0123456789,H9-0123456789,0.8461538461538461,0.15384615384615385,1.0,0.1-0.2
1_5.png,13,АБВГДЕЁЖЗИЙ КЛМНОПРСТ УФХЦЧШЩЪЫЬЭ,НЕТОНИX339,0.09302325581395349,0.9393939393939394,1.0,0.5-1.0
1_5.png,14,ЮЯ-0123456789,9-0123456709,0.8,0.23076923076923078,1.0,0.2-0.3
1_5.png,15,АБВГДЕЁЖЗИЙ КЛМНОПРСТ УФХЦЧШЩЪЫЬЭ,АБВГДЕЕХЗИЙКЛМНООРСТ,0.6415094339622641,0.48484848484848486,1.0,0.3-0.5
1_5.png,16,ЮЯ-0123456789,УФХЦЧЩЩЪЫЬЭ,0.0,1.0,1.0,>1.0
1_5.png,17,АБВГДЕЁЖЗИЙ КЛМНОПРСТ УФХЦЧШЩЪЫЬЭ,H9-0123456709,0.0,1.0,1.0,>1.0
1_5.png,18,ЮЯ-0123456789,АБВГДЕЕХЗ ИЙКЛМНОПРЕТ УРХЦЧШЩЪЫЬ,0.0,2.4615384615384617,3.0,>1.0
1_5.png,19,АБВГДЕЁЖЗИЙ КЛМНОПРСТ УФХЦЧШЩЪЫЬЭ,H9-042345672,0.0,1.0,1.0,>1.0
1_6.png,0,Задание указано на доске. Подписывать бланк НЕ требуется,Задание указано на доске. Подписывать бланк НЕ требуется,1.0,0.0,0.0,0-0.1
1_6.png,1,АБВГДЕЁЖЗ ИЙКЛМНОПРСТ У,АБВГДЕЁЖЗ ИЙКИМНОПРСТ У,0.9565217391304348,0.043478260869565216,0.3333333333333333,0-0.1
1_6.png,2,ФХЦЧШЩЪЫЬЭЮЯ-0123456789,PXЦ4WW6b3H9-0123456769,0.4888888888888889,0.5217391304347826,1.0,0.5-1.0
1_6.png,3,АБВГДЕЁЖЗ ИЙКЛМНОПРСТ У,НБЕГДЕЕХЗ ИЙКИМНОПРЕТ У,0.7391304347826086,0.2608695652173913,0.6666666666666666,0.2-0.3
1_6.png,4,ФХЦЧШЩЪЫЬЭЮЯ-0123456789,502955210-0E919,0.21052631578947367,0.8695652173913043,1.0,0.5-1.0
1_6.png,5,АБВГДЕЁЖЗ ИЙКЛМНОПРСТ У,РЕВГДЕЕЖЗ ИЙКИМНДПРЕТ 4,0.6956521739130435,0.30434782608695654,1.0,0.3-0.5
1_6.png,6,ФХЦЧШЩЪЫЬЭЮЯ-0123456789,6E29522V-0E9199MTX,0.1951219512195122,0.9130434782608695,1.0,0.5-1.0
1_6.png,7,АБВГДЕЁЖЗ ИЙКЛМНОПРСТ У, ,0.08333333333333333,1.0,1.0,>1.0
1_6.png,8,ФХЦЧШЩЪЫЬЭЮЯ-0123456789,X4466309-123456769,0.43902439024390244,0.6086956521739131,1.0,0.5-1.0
1_6.png,9,АБВГДЕЁЖЗ ИЙКЛМНОПРСТ У,НБГДЕЕХЗИЙКЛМНПРЕТ ЧФХЦЧШЩЪЫЬ,0.5769230769230769,0.7391304347826086,1.0,0.5-1.0
1_6.png,10,ФХЦЧШЩЪЫЬЭЮЯ-0123456789,H-Д1234567696ВГД,0.46153846153846156,0.782608695652174,1.0,0.5-1.0
1_6.png,11,АБВГДЕЁЖЗИЙ КЛМНОПРСТ УФХЦЧШЩЪЫЬЭ,ПББГДЕЕЖЗИЙКЛМНДПРСТУФХЦЧШЩЫ ЬЗНЯ,0.7575757575757576,0.3333333333333333,1.0,0.3-0.5
1_6.png,12,ЮЯ-0123456789,-0123454789,0.8333333333333334,0.23076923076923078,1.0,0.2-0.3
1_6.png,13,АБВГДЕЁЖЗИЙ КЛМНОПРСТ УФХЦЧШЩЪЫЬЭ,ПЕГДЕЕЖЗ ИЙКИМНДПРЕТ ЧФХЦЧШЩЪЫ,0.6984126984126984,0.36363636363636365,1.0,0.3-0.5
1_6.png,14,ЮЯ-0123456789,H9-123456789,0.8,0.23076923076923078,1.0,0.2-0.3
1_6.png,15,АБВГДЕЁЖЗИЙ КЛМНОПРСТ УФХЦЧШЩЪЫЬЭ,  ,0.11428571428571428,1.0,1.0,>1.0
1_6.png,16,ЮЯ-0123456789,H9-123456765,0.64,0.38461538461538464,1.0,0.3-0.5
1_6.png,17,АБВГДЕЁЖЗИЙ КЛМНОПРСТ УФХЦЧШЩЪЫЬЭ,,0.0,1.0,1.0,>1.0
1_6.png,18,ЮЯ-0123456789,123456789,0.8181818181818182,0.3076923076923077,1.0,0.3-0.5
1_7.png,0,Задание указано на доске. Подписывать бланк НЕ требуется,Задание указано на доске. Подписывать бланк НЕ требуется,1.0,0.0,0.0,0-0.1
1_7.png,1,АБВГДЕЁЖЗ ИЙКЛМНОПРСТ У,АББГДЕЁЖЗ ИЙКИМНОПРСТЧ,0.8444444444444444,0.17391304347826086,1.0,0.1-0.2
1_7.png,2,ФХЦЧШЩЪЫЬЭЮЯ-0123456789,PXЦ4WЩb6 309-0123456789,0.5652173913043478,0.43478260869565216,2.0,0.3-0.5
1_7.png,3,АБВГДЕЁЖЗ ИЙКЛМНОПРСТ У,ИЙКАМНОПРСТЧ,0.5714285714285714,0.5652173913043478,1.0,0.5-1.0
1_7.png,4,ФХЦЧШЩЪЫЬЭЮЯ-0123456789,АБВГДЕЁЖЗ,0.0,1.0,1.0,>1.0
1_7.png,5,АБВГДЕЁЖЗ ИЙКЛМНОПРСТ У,60295ZL0-HE919MMHTX,0.0,1.0,1.0,>1.0
1_7.png,6,ФХЦЧШЩЪЫЬЭЮЯ-0123456789,АББГДЕЁЖЗ,0.0,1.0,1.0,>1.0
1_7.png,7,АБВГДЕЁЖЗ ИЙКЛМНОПРСТ У,ИЙКИМНОПЕЕТУ,0.5142857142857142,0.6086956521739131,1.0,0.5-1.0
1_7.png,8,ФХЦЧШЩЪЫЬЭЮЯ-0123456789,62956-E919,0.24242424242424243,0.9130434782608695,1.0,0.5-1.0
1_7.png,9,АБВГДЕЁЖЗ ИЙКЛМНОПРСТ У,АБЕГДЕЁЖ3,0.4375,0.6956521739130435,1.0,0.5-1.0
1_7.png,10,ФХЦЧШЩЪЫЬЭЮЯ-0123456789,ИЙКИМНОПЕСТ У,0.0,1.0,2.0,>1.0
1_7.png,11,АБВГДЕЁЖЗИЙ КЛМНОПРСТ УФХЦЧШЩЪЫЬЭ,682952Z0-60HE9199MM7X,0.0,1.0,1.0,>1.0
1_7.png,12,ЮЯ-0123456789,АБЕГДЕЖЗ ИЙКАМНОПРЕТ УФХЦЧШЩЫ3,0.046511627906976744,2.3076923076923075,3.0,>1.0
1_7.png,13,АБВГДЕЁЖЗИЙ КЛМНОПРСТ УФХЦЧШЩЪЫЬЭ,9-0123456789,0.0,1.0,1.0,>1.0
1_7.png,14,ЮЯ-0123456789,АБЕГДЕЁХЗИЙКЛМНОПРСТНФХЦЧШЩЪЫЬЭ,0.0,2.3846153846153846,1.0,>1.0
1_7.png,15,АБВГДЕЁЖЗИЙ КЛМНОПРСТ УФХЦЧШЩЪЫЬЭ,H9-123456789,0.0,1.0,1.0,>1.0
1_7.png,16,ЮЯ-0123456789,РББГДЕЁЖЗ ИЙКЛИНДПРЕТ,0.0,1.6153846153846154,2.0,>1.0
1_7.png,17,АБВГДЕЁЖЗИЙ КЛМНОПРСТ УФХЦЧШЩЪЫЬЭ,X,0.0,1.0,1.0,>1.0
1_7.png,18,ЮЯ-0123456789,H-0123456789,0.88,0.15384615384615385,1.0,0.1-0.2
1_7.png,19,АБВГДЕЁЖЗИЙ КЛМНОПРСТ УФХЦЧШЩЪЫЬЭ,АББГДЕЁХЗ ИЙКИМНОПРСТ УФХЦЧШЩЪЫЬ,0.8615384615384616,0.18181818181818182,1.0,0.1-0.2
1_7.png,20,ЮЯ-0123456789,H9-0123156789,0.7692307692307693,0.23076923076923078,1.0,0.2-0.3
1_8.png,0,Задание указано на доске. Подписывать бланк НЕ требуется,Задание указано на доске. Подписывать бланк НЕ требуется,1.0,0.0,0.0,0-0.1
1_8.png,1,АБВГДЕЁЖЗ ИЙКЛМНОПРСТ У,АББГДЕЕХЗ ИЙКЛМНОПРСТ Ч,0.8260869565217391,0.17391304347826086,0.6666666666666666,0.1-0.2
1_8.png,2,ФХЦЧШЩЪЫЬЭЮЯ-0123456789,ФX444Ы6309-123456789,0.5581395348837209,0.4782608695652174,1.0,0.3-0.5
1_8.png,3,АБВГДЕЁЖЗ ИЙКЛМНОПРСТ У,АББГДЕЕЖЗ ИЙКИМНОЛРСТ У,0.8260869565217391,0.17391304347826086,0.6666666666666666,0.1-0.2
1_8.png,4,ФХЦЧШЩЪЫЬЭЮЯ-0123456789,ФX44W86309-0123456709,0.5,0.5217391304347826,1.0,0.5-1.0
1_8.png,5,АБВГДЕЁЖЗ ИЙКЛМНОПРСТ У,АББГДЕЁХЗ ИЙКЛМНОПРСТ У,0.9130434782608695,0.08695652173913043,0.3333333333333333,0-0.1
1_8.png,6,ФХЦЧШЩЪЫЬЭЮЯ-0123456789,ФX446163109-0123454789,0.4888888888888889,0.5217391304347826,1.0,0.5-1.0
1_8.png,7,АБВГДЕЁЖЗ ИЙКЛМНОПРСТ У,АБЕГДЕЕЖЗ ИЙКИМНОПРСТУ,0.8444444444444444,0.17391304347826086,1.0,0.1-0.2
1_8.png,8,ФХЦЧШЩЪЫЬЭЮЯ-0123456789,68295210-60E99H7,0.15384615384615385,0.9130434782608695,1.0,0.5-1.0
1_8.png,9,АБВГДЕЁЖЗ ИЙКЛМНОПРСТ У,АЕБГДЕЁЖЗ ИЙКЛМНОПРСТ УФХЦНШЩЪЫЬЭ,0.7857142857142857,0.5217391304347826,0.6666666666666666,0.5-1.0
1_8.png,10,ФХЦЧШЩЪЫЬЭЮЯ-0123456789,H9-012345679,0.5714285714285714,0.5652173913043478,1.0,0.5-1.0
1_8.png,11,АБВГДЕЁЖЗИЙ КЛМНОПРСТ УФХЦЧШЩЪЫЬЭ,АБВГДЕЕЖЗ ИЙКЛМНОПЕСТ УФХЦЧШЩЪЫЬЭ,0.9090909090909091,0.12121212121212122,0.6666666666666666,0.1-0.2
1_8.png,12,ЮЯ-0123456789,H9-0123457B9,0.72,0.3076923076923077,1.0,0.3-0.5
1_8.png,13,АБВГДЕЁЖЗИЙ КЛМНОПРСТ УФХЦЧШЩЪЫЬЭ,АБГДЕЕХЗ ИЙКЛМНОПРЕТ УФХЦНШИЗЫЬ,0.75,0.30303030303030304,1.0,0.3-0.5
1_8.png,14,ЮЯ-0123456789,9-012345679,0.8333333333333334,0.23076923076923078,1.0,0.2-0.3
1_8.png,15,АБВГДЕЁЖЗИЙ КЛМНОПРСТ УФХЦЧШЩЪЫЬЭ,НБГДЕЕЖЗ ИЙКЛМНОПРСТ УФХЦНШЩЫ,0.8064516129032258,0.2727272727272727,1.0,0.2-0.3
1_8.png,16,ЮЯ-0123456789,9-01234579,0.782608695652174,0.3076923076923077,1.0,0.3-0.5
1_8.png,17,АБВГДЕЁЖЗИЙ КЛМНОПРСТ УФХЦЧШЩЪЫЬЭ,АББГДЕЕЗХ ИИКМНОПРСТ УХЦЧШЦЫ,0.7213114754098361,0.3939393939393939,1.0,0.3-0.5
1_8.png,18,ЮЯ-0123456789,09-0123456789,0.8461538461538461,0.15384615384615385,1.0,0.1-0.2
1_9.png,0,Задание указано на доске. Подписывать бланк НЕ требуется,Задание указано на доске. Подписывать бланк НЕ требуется,1.0,0.0,0.0,0-0.1
1_9.png,1,АБВГДЕЁЖЗ ИЙКЛМНОПРСТ У,АБВГДЕЁЖЗ ИЙКЛМНОПРСТУ,0.9777777777777777,0.043478260869565216,0.6666666666666666,0-0.1
1_9.png,2,ФХЦЧШЩЪЫЬЭЮЯ-0123456789,PXЦ4WWЪЫ6 3H9-0123456789,0.5957446808510638,0.43478260869565216,2.0,0.3-0.5
1_9.png,3,АБВГДЕЁЖЗ ИЙКЛМНОПРСТ У,НББГДЕЁЖЗ ИЙКЛМНОПРСТ У,0.9130434782608695,0.08695652173913043,0.3333333333333333,0-0.1
1_9.png,4,ФХЦЧШЩЪЫЬЭЮЯ-0123456789,ФXЦ4WW66309-0123456789,0.5777777777777777,0.43478260869565216,1.0,0.3-0.5
